brand,url,name,price,image,releaseDate,simSupport,dimensions,weight,os,screenSize,resolution,screenType,screenProtection,internalMemory,ram,cardSlot,processor,gpu,battery,frontCamera,frontFlash,frontVideoRec,backCamera,backFlash,backVideRec,bluetooth,3G,4G\LTE,5G,radio,wifi,nfc
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-s23-fe
","samsung galaxy s23 fe
","Rs  185,999",https://images.priceoye.pk/samsung-galaxy-s23-fe-pakistan-priceoye-f67nu-500x500.webp,2023-10-04,Dual SIM (2 Nano-SIMs,158 x 76.5 x 8.2 mm,209 g,"Android 13, One UI 5.1",6.4 inches,1080 x 2340 Pixels,"Dynamic AMOLED 2X, 120Hz, HDR10+, 1450 nits (peak)",Corning Gorilla Glass 5,128/256 GB,8 GB,No,Exynos 2200,Xclipse 920,4500 mAh,10 MP,N/A,Yes,50 MP + 8 MP + 12 MP,Yes,"8K@24fps, 4K@30fps, 1080p@30/60/120/240fps, 720p@960fps",Yes,Yes,Yes,Yes,No,Yes,Yes
tecno,"https://priceoye.pk/mobiles/tecno/tecno-spark-10
","tecno spark 10
","Rs  28,899",https://images.priceoye.pk/tecno-spark-10-pakistan-priceoye-y6inx-500x500.webp,2023-08-01,Dual SIM support,163.89 x 75.39 x 8.40 mm,null,Android 13 OS,6.6 Inches,720 x 1612 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",null,128 GB,4 GB,"microSD Card, (supports up to 256GB)",2.05 Ghz Octa Core,PowerVR GE8320,5000 mAh,8 MP,Yes,Yes,50 MP + AI,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
vivo,"https://priceoye.pk/mobiles/vivo/vivo-y36
","vivo y36
","Rs  53,599",https://images.priceoye.pk/vivo-y36-pakistan-priceoye-hri3i-500x500.webp,2023-05-27,"Dual SIM (Nano-SIM, dual stand-by)",164.06 × 76.17 × 8.07 mm,202 g,"Android 13, Funtouch 13",6.64 Inches,1080 x 2388 pixels,"IPS LCD, 90Hz, 650 nits (peak)",null,128 GB,8 GB,microSDXC (dedicated slot),2.4 Ghz Octa Core,Adreno 610,"Li-Po 5000 mAh, non-removable",16 MP,No,1080p@30fps,50 MP + 2 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,Yes (market/region dependent)
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a05
","samsung galaxy a05
","Rs  31,199",https://images.priceoye.pk/samsung-galaxy-a05-pakistan-priceoye-tmli4-500x500.webp,2024-02-09,Dual-SIM (Nano-SIM),168.8 x 78.2 x 8.8 mm,195,Android,6.7 Inches,720 x 1600,PLS LCD,N/A,128 GB,4 GB,MicroSD (Up to 1TB),"2GHz, 1.8GHz Octa-Core",N/A,5000 mAh,8 MP,No,Yes,50.0 MP + 2.0 MP,Yes,FHD (1920 x 1080) @60fps,Yes,Yes,Yes,No,N/A,Yes,N/A
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a54-5g
","samsung galaxy a54 5g
","Rs  124,999",https://images.priceoye.pk/samsung-galaxy-a54-5g-pakistan-priceoye-nwjoh-500x500.webp,2023-03-15,"Single SIM (Nano-SIM, eSIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",158.2 x 76.7 x 8.2 mm,202 g,"Android 13, One UI 5.1",6.4 inches,1080 x 2340 pixels,"Super AMOLED, 120Hz, HDR10+, 1000 nits (HBM)",Corning Gorilla Glass 5,128 GB,8 GB,microSDXC (uses shared SIM slot),Exynos 1380,Mali-G68 MP5,"Li-Po 5000 mAh, non-removable",32 MP,No,"4K@30fps, 1080p@30/60fps",12MP + 50MP + 5MP,Yes,"4K@30fps, 1080p@30/60fps, 720p@480fps",Yes,Yes,Yes,Yes,No,Yes,Yes (market/region dependent)
tecno,"https://priceoye.pk/mobiles/tecno/tecno-spark-10-pro
","tecno spark 10 pro
","Rs  31,099",https://images.priceoye.pk/tecno-spark-10-pro-pakistan-priceoye-1caj5-500x500.webp,2023-08-22,"Dual Sim, Dual Standby (Nano-SIM)",164.6 x 76.2 x 8.4mm,208 g,Android13 + HiOS 12.6,6.78 Inches,1080 x 2460 Pixels,FHD+H,N/A,128/ 256 GB,8/16 GB,"microSD Card, (supports upto 256GB)",2.0 Ghz Octa Core,Mali-G52 MC2,5000 mAh,32 MP,No,Yes,50 MP + QVGA,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
realme,"https://priceoye.pk/mobiles/realme/realme-c25y
","realme c25y
","Rs  37,799",https://images.priceoye.pk/realme-c25y-pakistan-priceoye-uano3-500x500.webp,2021-09-30,"Dual Sim, Dual Standby (Nano-SIM)",164.5 x 76 x 9.1 mm,200 g,Android 11 OS,6.5 Inches,720 x 1600 Pixels,"Capacitive IPS LCD Touchscreen, 16M Colors, Multitouch",N/A,64/128 GB,4 GB,microSDXC (dedicated slot),Unisoc T610 (12 nm),Mali-G52,"(Li-Po Non removable), 5000 mAh",8 MP,No,720p@30fps,50 MP + 2 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
infinix,"https://priceoye.pk/mobiles/infinix/infinix-smart-8-pro
","infinix smart 8 pro
","Rs  25,299",https://images.priceoye.pk/infinix-smart-8-pro-pakistan-priceoye-w3vsy-500x500.webp,2024-01-23,Dual nano sim,N/A,N/A,Android 13 OS,6.62 Inches,720 x 1612 Pixels,IPS LCD Capacitive Touchscreen,N/A,128 GB,4 GB,microSDXC (dedicated slot),Mediatek Helio G36,N/A,5000 mAh,8 MP,LED flash,N/A,50MP + AI Cam,LED flash,1080p@30fps,Yes,Yes,Yes,N/A,N/A,Yes,N/A
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a25
","samsung galaxy a25
","Rs  85,999",https://images.priceoye.pk/samsung-galaxy-a25-pakistan-priceoye-vlng2-500x500.webp,2023-12-11,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",161 x 76.5 x 8.3 mm,197 g,"Android 14, One UI 6",6.5 Inches,1080 x 2340 Pixels,"Super AMOLED, 120Hz, 1000 nits (HBM)",N/A,256 GB,8 GB,microSDXC (uses shared SIM slot),Exynos 1280,Mali-G68,"5000 mAh, non-removable",13 MP,N/A,1080p@30fps,50 MP + 8 MP + 2 MP,Yes,"4K@30fps, 1080p@30fps, gyro-EIS",Yes,Yes,Yes,Yes,Market/region dependent,Yes,Yes (market/region dependent)
vivo,"https://priceoye.pk/mobiles/vivo/vivo-y21t
","vivo y21t
","Rs  65,299",https://images.priceoye.pk/vivo-y21t-pakistan-priceoye-b684s-500x500.webp,2022-01-30,"Dual SIM (Nano-SIM, dual stand-by)",164.3 x 76.1 x 8 mm,182 g,"Android 11, Funtouch 12",6.51 inches,720 x 1600 pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,128 GB,4 GB,microSDXC (dedicated slot),Qualcomm SM6225 Snapdragon 680 4G (6 nm),Adreno 610,"(Li-Po Non removable), 5000 mAh",8 MP,No,1080p@30fps,50 MP + 2 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,N/A,Yes,No
vivo,"https://priceoye.pk/mobiles/vivo/vivo-y02t
","vivo y02t
","Rs  24,099",https://images.priceoye.pk/vivo-y02t-pakistan-priceoye-a0del-500x500.webp,2023-07-13,Sing SIM / Dual SIM Dual Standby (DSDS),163.99 × 75.63 × 8.49 mm,186 g,null,6.51 inches,1600 × 720,LCD (IPS),N/A,64 GB,4 GB,null,Helio P35,null,5000 mAh,5 MP,No,Yes,8 MP,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
itel,"https://priceoye.pk/mobiles/itel/itel-flip-1
","itel flip 1
","Rs  6,499",https://images.priceoye.pk/itel-flip-1-pakistan-priceoye-lrk7x-500x500.webp,2024-02-01,GSM,81*70*15.9 & 7.8mm,N/A,MOS,2.4 inches,240 x 320 pixels,N/A,N/A,8MB,8MB,Micro Sd upt to 64GB,MT 6260A,N/A,1500 mAh,0.08 MP,N/A,Yes,0.08MP,Yes,Yes,Yes,N/A,N/A,N/A,Yes,No,No
vivo,"https://priceoye.pk/mobiles/vivo/vivo-y22
","vivo y22
","Rs  52,799",https://images.priceoye.pk/vivo-y22-pakistan-priceoye-ec7cx-500x500.webp,2022-11-30,"Dual Sim, Dual Standby (Nano-SIM)",164.3 x 76.1 x 8.4 mm,190 g,Funtouch OS 12,6.55 inches,720 x 1612 pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",No,64/128 GB,4/6 GB,microSDXC (dedicated slot),MediaTek Helio G85 (12nm),Mali-G52 MC2,"Li-Po 5000 mAh, non-removable",8 MP,No,1080p@30fps,50 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
vivo,"https://priceoye.pk/mobiles/vivo/vivo-y17s
","vivo y17s
","Rs  30,599",https://images.priceoye.pk/vivo-y17s-pakistan-priceoye-y1euh-500x500.webp,2023-09-18,"Dual SIM (Nano-SIM, dual stand-by)",163.7 x 75.4 x 8.1 mm,186 g,"Android 13, Funtouch 13",6.56 Inches,720 x 1612 Pixels,"IPS LCD, 700 nits (peak)",N/A,128 GB,6 GB,microSDXC (dedicated slot),Mediatek MT6769 Helio G85 Octa-core,Mali-G52 MC2,5000 mAh,8 MP,N/A,1080p@30fps,50 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,No
realme,"https://priceoye.pk/mobiles/realme/realme-c11-2021
","realme c11 2021
","Rs  35,799",https://images.priceoye.pk/realme-c11-2021-pakistan-priceoye-gip8u-500x500.webp,2022-07-20,"Dual SIM (Nano-SIM, dual stand-by)",165.2 x 76.4 x 8.9mm,190 g,Android 11 OS,6.5 Inches,720 x 1600 pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",No,32 GB,2 GB,Yes,Octa-core 1.6GHz,IMG 8322,"(Li-Po Non removable), 5000 mAh",5 MP,No,1080p@30fps,8 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
tecno,"https://priceoye.pk/mobiles/tecno/tecno-spark-8c
","tecno spark 8c
","Rs  35,799",https://images.priceoye.pk/tecno-spark-8c-pakistan-priceoye-x8bpl-500x500.webp,2022-02-20,"Dual SIM (Nano-SIM, dual stand-by)",164.57× 76 × 8.95,N/A,Android 11.0 (Go edition),6.6 inches,720 x 1612 Pixels,"IPS LCD, 90Hz",N/A,64/128 GB,2/3/4GB,microSDXC,MTK A22,N/A,"Li-Po 5000 mAh, non-removable",8 MP,Yes,Yes,13 MP + QVGA,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
itel,"https://priceoye.pk/mobiles/itel/itel-a05s
","itel a05s
","Rs  18,979",https://images.priceoye.pk/itel-a05s-pakistan-priceoye-13tiv-500x500.webp,2023-09-30,Dual Sim,N/A,N/A,Android 12 (Go edition),6.6 Inches,720 x 1612 Pixels,IPS LCD,N/A,64 GB,4 G,microSDXC,Unisoc SC9863A1 (28nm) Octa-core,IMG8322,4000 mAh,5 MP,N/A,Yes,8 MP,Yes,Yes,Yes,null,null,No,N/A,Yes,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a15
","samsung galaxy a15
","Rs  50,399",https://images.priceoye.pk/samsung-galaxy-a15-pakistan-priceoye-32bm9-500x500.webp,2023-12-11,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",160.1 x 76.8 x 8.4 mm,200 g,"Android 14, One UI 6",6.5 Inches,1080 x 2340 Pixels,"Super AMOLED, 90Hz, 800 nits (HBM)",N/A,128/ 256 GB,6/ 8 GB,microSDXC (uses shared SIM slot),Mediatek Helio G99,Mali-G57 MC2,5000 mAh,13 MP,N/A,1080p@30fps,50 MP + 5 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,FM radio (market/region dependent),Yes,Yes (market/region dependent)
oppo,"https://priceoye.pk/mobiles/oppo/oppo-a78
","oppo a78
","Rs  66,499",https://images.priceoye.pk/oppo-a78-pakistan-priceoye-uoqgp-500x500.webp,2023-05-30,"Dual Sim, Dual Standby (Nano-SIM)",N/A,N/A,Android 13 OS,6.56 Inches,1080 x 2400 Pixels,"AMOLED Capacitive Touchscreen, Multitouch",N/A,256 GB,8 GB,microSDXC (dedicated slot),Snapdragon 695 5G (6 nm),Adreno 619,"(Li-Po Non removable), 5000 mAh",8 MP,No,Yes,50 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
infinix,"https://priceoye.pk/mobiles/infinix/infinix-smart-7-hd
","infinix smart 7 hd
","Rs  18,999",https://images.priceoye.pk/infinix-smart-7-hd-pakistan-priceoye-ajwig-500x500.webp,2023-04-14,"Dual SIM (Nano-SIM, dual stand-by)",163.88 x 75.51 x 8.65 mm,196.5 g,Android 12,6.6 inches,720 x 1612 Pixels,IPS LCD,N/A,64 GB,2 GB,microSDXC (dedicated slot),Octa-core 1.6 GHz,N/A,"Li-Po 5000 mAh, non-removable",5 MP,Yes,720p@30fps,8 MP + 0.08 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
vivo,"https://priceoye.pk/mobiles/vivo/vivo-y27s
","vivo y27s
","Rs  45,799",https://images.priceoye.pk/vivo-y27s-pakistan-priceoye-fk7s7-500x500.webp,2023-11-07,"Dual SIM (Nano-SIM, dual stand-by)",164.1 x 76.2 x 8.2 mm,192 g,"Android 13, Funtouch 13",6.64 Inches,1080 x 2388 Pixels,"IPS LCD, 90Hz, 650 nits (peak)",N/A,128 GB,8 GB,microSDXC (dedicated slot),Qualcomm SM6225 Snapdragon 680 4G,Adreno 610,5000 mAh,8 MP,N/A,1080p@30fps,50 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,No,Yes,Yes (market/region dependent)
itel,"https://priceoye.pk/mobiles/itel/itel-a27
","itel a27
","Rs  16,299",https://images.priceoye.pk/itel-a27-pakistan-priceoye-a89p4-500x500.webp,2023-03-16,Dual SIM,N/A,N/A,Android R Go,5.5 inches,N/A,IPS LCD,N/A,32 GB,2 GB,N/A,SC9832E,N/A,4000mAh,2 MP,No,Yes,5 MP,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
tecno,"https://priceoye.pk/mobiles/tecno/tecno-spark-10c
","tecno spark 10c
","Rs  26,699",https://images.priceoye.pk/tecno-spark-10c-pakistan-priceoye-c9rq3-500x500.webp,2023-06-16,"Dual Sim, Dual Standby (Nano-SIM)",163.9 x 75.5 x 8.5 mm,N/A,Android 12 OS,6.6 Inches,720 x 1612 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,128 GB,4 GB,"microSD Card, (supports up to 256GB)",Octa-core,Mali-G57 MP1,5000 mAh,8 MP,Dual Flash,720p@30fps,16 MP,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
tecno,"https://priceoye.pk/mobiles/tecno/tecno-spark-20-pro-plus
","tecno spark 20 pro plus
","Rs  53,799",https://images.priceoye.pk/tecno-spark-20-pro-plus-pakistan-priceoye-1vtr5-500x500.webp,2024-02-07,Dual Sim,164.65*75.04*7.55mm,N/A,Android 14,6.78,1080*2436,AMOLED,N/A,256 GB,16GB (8GB + 8GB Extendable RAM),microSDXC,MTK G99 Ultimate,N/A,5000 mAh,32MP,Dual-LED flash,Yes,108MP + 2MP,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-s22-ultra
","samsung galaxy s22 ultra
","Rs  334,999",https://images.priceoye.pk/samsung-galaxy-s22-ultra-pakistan-priceoye-lilj8-500x500.webp,2022-02-09,"Dual SIM, dual stand-by (2 Nano-SIMs + eSIM)",163.3 x 77.9 x 8.9 mm,229 g,"Android 12, One UI 4.1",6.8 inches,1440 x 3080 pixels,"Dynamic AMOLED 2X Capacitive Touchscreen, Multitouch",Corning Gorilla Glass Victus,256 GB,12 GB,No,Snapdragon 8 Gen 1,Adreno 730,"(Li-ion Non removable), 5000 mAh",40 MP,No,"4K@30/60fps, 1080p@30fps",108 MP + 10 MP + 10 MP + 12 MP,Yes,"8K@24fps, 4K@30/60fps,",Yes,Yes,Yes,Yes,null,Yes,Yes
nokia,"https://priceoye.pk/mobiles/nokia/nokia-c12-pro
","nokia c12 pro
","Rs  21,499",https://images.priceoye.pk/nokia-c12-pro-pakistan-priceoye-vek1t-500x500.webp,2023-03-21,N/A,160.6 x 74.3 x 8.8 mm,177.4 g,Android 12 (Go edition),6.3 inches,720 x 1600 pixels,IPS LCD,Scratch-resistant glass,64 GB,3 / 4 GB,Unspecified,Unisoc SC9863A1,IMG8322,4000 mAh,5 MP,N/A,Yes,8 MP,Yes,Yes,Yes,Yes,Yes,No,FM radio wired + wireless,Yes,No
itel,"https://priceoye.pk/mobiles/itel/itel-a70-pro
","itel a70 pro
","Rs  22,990",https://images.priceoye.pk/itel-a70-pro-pakistan-priceoye-wwmhj-500x500.webp,2024-01-23,"Dual SIM + Micro Sim, dual stand-by",N/A,N/A,Android 13 Go,6.6 inches,720 x 1612 pixels,IPS LCD,N/A,256 GB,4GB+8GB Extended Ram,MicroSD Card,Octa Core,Mali-G57,5000 mAh,8MP,N/A,Yes,Dual :13MP + 0.08 MP,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,N/A
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-s21-fe
","samsung galaxy s21 fe
","Rs  144,999",https://images.priceoye.pk/samsung-galaxy-s21-fe-pakistan-priceoye-au2rg-500x500.webp,2021-01-07,"Hybrid Dual SIM, Dual Standby, (Nano-SIM)",155.7 x 74.5 x 7.9 mm,177 g,Android 12 OS,6.4 Inches,2340 x 1080 Pixels,Dynamic AMOLED 2X,Corning Gorilla Glass,128/256 GB,6/8 GB,No,Exynos 2100 (5 nm),Mali-G78 MP14,4500 mAh,32 MP,N/A,Yes,12 MP + 12 MP + 08 MP,Yes,UHD 4K (3840 x 2160) @60fps,Yes,Yes,Yes,Yes,Yes,Yes,Yes
itel,"https://priceoye.pk/mobiles/itel/itel-muzik-400
","itel muzik 400
","Rs  3,999",https://images.priceoye.pk/itel-muzik-400-pakistan-priceoye-65o9u-500x500.webp,2020-10-20,"Dual Sim, Dual Standby",N/A,N/A,Featured OS,2.4 inches,240 x 320 pixels,TFT,No,N/A,No,Yes,No,No,3000 mAh battery,No,No,No,VGA,Yes,Yes,Yes,No,No,No,FM radio,No,No
gfive,"https://priceoye.pk/mobiles/gfive/gfive-g550-power
","gfive g550 power
","Rs  3,299",https://images.priceoye.pk/gfive-g550-power-pakistan-priceoye-p0zkg-500x500.webp,2022-03-09,Dual Sim,null,null,Proprietary OS,2.4 Inches,null,null,null,Standard,Standard,Yes,null,null,3000 mAh,null,null,null,Digital Camera,null,Yes,Yes,null,null,null,Yes,null,null
itel,"https://priceoye.pk/mobiles/itel/itel-super-guru
","itel super guru
","Rs  4,599",https://images.priceoye.pk/itel-super-guru-pakistan-priceoye-efml4-500x500.webp,2023-11-15,Dual Sim,137 mm x 57 mm x 10.8 mm,N/A,Proprietary OS,2.8 Inches,N/A,LCD,N/A,Standard,Standard,Yes,312 MHz,SC6531C,1900 mAh,No,No,No,Smart Camera,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A
gfive,"https://priceoye.pk/mobiles/gfive/gfive-style
","gfive style
","Rs  3,399",https://images.priceoye.pk/gfive-style-pakistan-priceoye-10d99-500x500.webp,2023-02-14,Dual Sim,null,null,Proprietary OS,2.4 Inches,null,QVGA Display,null,Standard,Standard,Yes,null,null,3000 mAh,null,null,null,Digital Camera,null,Yes,Yes,null,null,null,Yes,null,null
